PS C:\Users\sacha> scoop search
Results from local buckets...

Name                               Version                                  Source Binaries
telegram                           4.8.1                                    extras
teraterm                           4.106                                    extras
terminal-icons                     0.10.0                                   extras
terminalpp                         0.8.4                                    extras
terminals                          4.0.1                                    extras
termius                            7.59.2                                   extras
tern-subtitle-file-translator      4.1.0                                    extras
testcentric                        1.6.4                                    extras
testdisk                           7.1                                      extras
testmace                           0.0.1-beta.19                            extras
tev                                1.25                                     extras
texmacs                            2.1.1                                    extras
texmaker                           5.1.4                                    extras
texstudio                          4.5.2                                    extras
text-grab                          4.0.1                                    extras
textadept                          11.4                                     extras
texteditoranywhere                 2.01                                     extras
texteditorpro                      27.2.0                                   extras
tftpd                              4.64                                     extras
tftputil-gui                       1.4.5                                    extras
thisiswin11                        1.5.0                                    extras
thonny                             4.0.2                                    extras
thorium-reader                     2.2.0                                    extras
threema                            1.2.29                                   extras
throttlestop                       9.5                                      extras
thunderbird                        102.11.0                                 extras
tightvnc                           2.8.81                                   extras
tikzit                             2.1.6                                    extras
tiled                              1.10.1                                   extras
tileiconifier                      3.1.1.2                                  extras
timeseriesadmin                    0.1.13                                   extras
timeslottracker                    1.3.23                                   extras
tinode-mysql                       0.22.7                                   extras
tinymediamanager                   4.3.11                                   extras
tinynvidiaupdatechecker            1.16.5                                   extras
tinytask                           1.77                                     extras
tixati                             3.18                                     extras
tlaplus-toolbox                    1.8.0                                    extras
todolist                           8.1.21.1                                 extras
todotxt-net                        3.3.1                                    extras
toggl                              7.5.445                                  extras
tomcat                             10.1.9                                   extras
tor-browser                        12.0.6                                   extras
torrent-file-editor                0.3.17                                   extras
torrenttools                       0.6.2                                    extras
tortoisehg                         6.4.2                                    extras
tortoisemerge                      1.6.7                                    extras
tortoisesvn                        1.14.5.29465                             extras
total-registry                     0.9.7.2                                  extras
totalcommander                     10.52                                    extras
touchcursor                        1.7.1                                    extras
trafficmonitor-lite                1.84.1                                   extras
trafficmonitor                     1.84.1                                   extras
transgui                           5.18.0                                   extras
translucenttb                      2022.1                                   extras
transmission                       4.0.3                                    extras
traymond                           1.0.4                                    extras
trayweather                        1.26.1                                   extras
treesize-free                      4.6.3                                    extras
tremulous                          1.3.0-alpha.0.14                         extras
tribler                            7.12.1                                   extras
trilium                            0.59.4                                   extras
trillian                           6.5.0.26                                 extras
trojita                            0.7                                      extras
trzsz                              1.1.0                                    extras
tsip                               0.2.13                                   extras
tumblthree                         2.10.2                                   extras
turtl                              0.7.2.5                                  extras
tusk                               0.23.0                                   extras
tutanota                           3.112.11                                 extras
tuxguitar                          1.5.6                                    extras
tweakstyle                         0.9.5                                    extras
twine                              2.6.2                                    extras
twinkle-tray                       1.15.3                                   extras
twitchdownloader                   1.52.8                                   extras
twitchtest                         1.52                                     extras
typioca                            2.3.1                                    extras
typora                             1.5.12                                   extras
ubports-installer                  0.10.0                                   extras
ueli                               8.24.0                                   extras
ugene                              46.0                                     extras
uget-integrator                    1.0.0                                    extras
uget                               2.2.3                                    extras
uiforetw                           1.58                                     extras
uivonim                            0.29.0                                   extras
ultraiso                           9.7.6.3829                               extras
ultravnc                           1.4.2.0                                  extras
umbrello                           2.32.0                                   extras
umlet                              15.1                                     extras
unetbootin                         702                                      extras
ungoogled-chromium                 113.0.5672.93-1.1                        extras
uniextract2                        2.0.0-rc.3                               extras
universal-ctags                    6.0.0                                    extras
universal-gcode-sender             2.0.15                                   extras
universal-mediacreationtool        2022.03.20                               extras
universalpausebutton               1.0.4                                    extras
unlocker                           1.9.0                                    extras
unsubscan                          0.1.3                                    extras
upscayl                            2.5.1                                    extras
upsource                           2020.1.1992                              extras
usb-image-tool                     1.90                                     extras
usbimager                          1.0.9                                    extras
userbenchmark                      3.6.1.0                                  extras
ussf                               1.5.0.0                                  extras
util-linux-ng                      2.14.1                                   extras
uwamp                              3.1.0                                    extras
v2rayn                             6.23                                     extras
vagrant-manager                    2.3.2                                    extras
vapoursyntheditor                  19                                       extras
vboxvmservice                      7.0-Persimmon                            extras
vcredist-aio                       0.73.0                                   extras
vcredist                           14.34.31938.0                            extras
vcredist2005                       8.0.61001                                extras
vcredist2008                       9.0.30729.6161                           extras
vcredist2010                       10.0.40219.473                           extras
vcredist2012                       11.0.61030                               extras
vcredist2013                       12.0.40664                               extras
vcredist2015                       14.0.24215.1                             extras
vcredist2017                       14.16.27027.1                            extras
vcredist2019                       14.28.29914.0                            extras
vcredist2022                       14.34.31938.0                            extras
vcxsrv                             1.20.14.0                                extras
ventoy                             1.0.91                                   extras
vesta                              3.5.8                                    extras
veusz                              3.6.2                                    extras
via                                3.0.0                                    extras
vial                               0.6                                      extras
vibrance-gui                       2.3                                      extras
vidcoder                           8.25                                     extras
vidcutter                          6.0.5.1                                  extras
viddy                              0.3.6                                    extras
video-compare                      20230311                                 extras
video-thumbnails-maker             24.0.0.0                                 extras
vidi                               0.2.5.5                                  extras
vidiot                             0.3.37                                   extras
vieas                              5.4.6.0                                  extras
vieb                               9.7.1                                    extras
vifm                               0.13                                     extras
virt-viewer                        11.0-1.0                                 extras
virtualdub                         1.10.4.35491                             extras
virtualhere-client                 5.5.0                                    extras
virtualhere-server                 4.5.8                                    extras
visual-arm-emulator                1.27                                     extras
visualc                            16.00.30319.01                           extras
vitomu                             2.1.0                                    extras
vitrite                            1.1.1                                    extras
vivaldi                            6.0.2979.22                              extras
vlc                                3.0.18                                   extras
vncviewer                          7.1.0                                    extras
vnote                              3.16.0                                   extras
volume2                            1.1.7.449                                extras
vortexdm                           2022.1.0                                 extras
vosviewer                          1.6.19                                   extras
vott                               2.2.0                                    extras
vroid-studio                       1.22.1                                   extras
vscode                             1.78.2                                   extras
vscodium                           1.78.2.23132                             extras
vt-uploader                        0.2.1                                    extras
vtfedit                            1.3.3                                    extras
vuplayer                           4.15                                     extras
vysor                              5.0.7                                    extras
w10privacy                         4.1.2.3                                  extras
w64devkit                          1.19.0                                   extras
wabt                               1.0.33                                   extras
waifu2x-caffe                      1.2.0.4                                  extras
waifu2x-extension-gui              3.101.01                                 extras
waifu2x-snowshell                  2.6.1                                    extras
waterfox-classic                   2022.11                                  extras
waterfox                           5.1.7                                    extras
wavebox-classic                    4.11.11                                  extras
wavebox                            10.113.19.2                              extras
wavosaur                           1.7.0.0                                  extras
weasel-pageant                     1.4                                      extras
webcam-on-off                      1.4                                      extras
webcamoid                          9.0.0                                    extras
webcopy                            1.9.0.822                                extras
webcord                            4.2.0                                    extras
webex                              43.5.0.26155                             extras
webpicmd                           4.5                                      extras
webstorm                           2023.1.2-231.9011.35                     extras
webtorrent                         0.24.0                                   extras
wechat                             3.9.2.23                                 extras
weebp                              0.6.1                                    extras
wexond                             5.2.0                                    extras
weylus                             0.11.4                                   extras
wezterm                            20230408-112425-69ae8472                 extras
whatsapp                           2.2319.9                                 extras
whkd                               0.1.2                                    extras
whynotwin11                        2.5.0.4                                  extras
wifi-manager                       0.2                                      extras
win-gpg-agent                      1.6.3                                    extras
win-portacle                       1.4                                      extras
win-vind                           5.0.2                                    extras
win10_brightnessslider             1.7.15                                   extras
win11dragdroptaskbarfix            2.3.0.0                                  extras
win32-disk-imager                  1.0.0                                    extras
winaero-tweaker                    1.52.0.0                                 extras
winauth                            3.6.2                                    extras
winbox                             3.38                                     extras
wincdemu                           4.0                                      extras
wincompose                         0.9.11                                   extras
wincrypt-sshagent                  1.1.9                                    extras
windiff                            2.1.0                                    extras
windirstat                         1.1.2                                    extras
windjview                          2.1                                      extras
windows-iso-downloader             8.46                                     extras
windows-terminal                   1.16.10261.0                             extras
windows11-classic-context-menu     1.1                                      extras
windows95                          3.1.1                                    extras
windowsdesktop-runtime-lts         6.0.16                                   extras
windowsdesktop-runtime             7.0.5                                    extras
windowsspyblocker                  4.39.0                                   extras
windowtextextractor                1.16.0                                   extras
windterm                           2.5.0                                    extras
windynamicdesktop                  5.2.1                                    extras
winfbe                             3.0.8                                    extras
winfile-original                   10.0                                     extras
winfile                            10.2.0.0                                 extras
wing-101                           9.1.1.1                                  extras
wingetui                           1.7.1                                    extras
winmerge                           2.16.30                                  extras
winmerge2011                       2011.211.170                             extras
winmtr-live                        1.1                                      extras
winmtr                             0.92                                     extras
winpty                             0.4.3                                    extras
winrar-helper                      6.21                                     extras
winrar                             6.21                                     extras
winscan2pdf                        8.55                                     extras
winscp                             5.21.8                                   extras
winsetupfromusb                    1.10                                     extras
winspy                             1.0.3                                    extras
winsshterm                         2.26.0                                   extras
winyl                              3.3.1                                    extras
wire                               3.31.4421                                extras
wireshark                          4.0.5                                    extras
wizfile                            3.09                                     extras
wizmouse                           1.7.0.3                                  extras
wiztree                            4.13                                     extras
wonderpen                          2.3.1                                    extras
wordmark                           3.0.2                                    extras
workrave                           1.10.50                                  extras
workspacer                         0.9.11                                   extras
workspaceutilities                 1.0.0.6                                  extras
wox                                1.3.524                                  extras
wpd                                1.5.2042                                 extras
wpsoffice                          11.2.0.11537                             extras
write                              1.0b8.4                                  extras
wsa-pacman                         1.4.0                                    extras
wsl-distrod                        0.1.7                                    extras
wsl-ssh-agent                      1.6.6                                    extras
wsl-ssh-pageant                    20201121.2                               extras
wsl-terminal                       0.9.2                                    extras
wsl2-distro-manager                1.8.4                                    extras
wslgit                             1.2.0                                    extras
wsltty                             3.6.4                                    extras
wumgr                              1.1b                                     extras
wurl                               1.0.1                                    extras
wxdfast                            0.70.4                                   extras
wxhexeditor                        0.24                                     extras
x64dbg                             2023-05-12_12-32                         extras
xampp                              8.2.4-0                                  extras
xb1cbi                             1.3.1.2                                  extras
xc                                 0.4.1                                    extras
xca                                2.4.0                                    extras
xdelta3-cross-gui                  1.3.1                                    extras
xdman                              7.2.11                                   extras
xenu                               1.3.8                                    extras
xjoy                               0.1.9                                    extras
xkill                              1.0.0.20141024                           extras
xmedia-recode                      3.5.7.8                                  extras
xmind                              23.05.1740                               extras
xmllint                            2.9.3                                    extras
xmlnotepad                         2.9.0.4                                  extras
xmousebuttoncontrol                2.20.4                                   extras
xmplay                             3.8.5                                    extras
xmrig                              6.19.2                                   extras
xnconvert                          1.98                                     extras
xnresize                           1.10                                     extras
xnview                             2.51.2                                   extras
xnviewmp                           1.4.5                                    extras
xournalpp                          1.1.3                                    extras
xplorer                            0.3.1                                    extras
xx-net                             4.8.0                                    extras
xyplorer                           17.40.0100                               extras
yacreader                          9.12.0.2304234                           extras
yaffplayer                         0.6.1.0                                  extras
yakyak                             1.5.11.5                                 extras
yapa                               1.2.0                                    extras
yapa2                              2.0.190                                  extras
yatqa                              3.9.9b                                   extras
ydl-ui                             2.9.0.0                                  extras
yed                                3.23.1                                   extras
yesplaymusic                       0.4.7                                    extras
youtrack                           2023.1.9689                              extras
youtube-dl-gui                     1.8.5                                    extras
youtube-music                      1.19.0                                   extras
youtubedownloader                  1.9.11                                   extras
ytdlp-interface                    2.2.2                                    extras
ytmdesktop                         1.13.0                                   extras
ytsubconverter                     1.6.3                                    extras
yubikey-manager-qt                 1.2.5                                    extras
yubikey-personalization-gui        3.1.25                                   extras
yubikey-piv-manager                1.4.2                                    extras
yubioath                           6.2.0                                    extras
yuescript                          0.16.6                                   extras
yumi-exfat                         1.0.1.8a                                 extras
yumi-uefi                          0.0.4.6                                  extras
yumi                               2.0.9.4                                  extras
z                                  1.1.13                                   extras
zaproxy                            2.12.0                                   extras
zeal                               0.6.1                                    extras
zeebe-modeler                      0.11.0                                   extras
zeplin                             8.4.0                                    extras
zeppelin                           0.10.1                                   extras
zerobrane-studio                   1.90                                     extras
zeronet                            670a9cf2e737f6b11187129515b2d4b73c78c962 extras
zettlr                             2.3.0                                    extras
zlib                               1.2.12                                   extras
zlocation                          1.4.3                                    extras
zmc                                8.3.0.69                                 extras
zoom                               5.14.8.16213                             extras
zotero                             6.0.26                                   extras
zsharp                             2.1.3                                    extras
zulip                              5.10.0                                   extras


PS C:\Users\sacha>
