PS C:\Users\sacha> scoop search
Results from local buckets...

Name                               Version                                  Source Binaries
kiwix                              2.3.1                                    extras
klatexformula                      4.1.0                                    extras
klogg                              22.06.0.1289                             extras
knime                              4.7.3                                    extras
koboldcpp                          1.23.1                                   extras
kodi                               20.1                                     extras
koffee                             0.6.2                                    extras
komac                              1.6.0                                    extras
komf                               0.29.0                                   extras
komga                              0.165.0                                  extras
komokana                           0.1.1                                    extras
komorebi                           0.1.16                                   extras
koodo-reader                       1.5.4                                    extras
kopiaui                            0.13.0                                   extras
kotatogram                         1.4.8                                    extras
kotlin-interactive-shell           0.5.2                                    extras
krita                              5.1.5                                    extras
kryptor                            4.0.1                                    extras
kscript                            4.2.2                                    extras
ksnip                              1.10.1                                   extras
ktlint                             0.49.1                                   extras
kubebox                            0.10.0                                   extras
kubelogin                          1.27.0                                   extras
kui                                13.1.4                                   extras
labplot                            2.10.0                                   extras
lagrange                           1.15.9                                   extras
lamexp                             4.20.2356                                extras
landrop                            0.4.0                                    extras
languagetool-java                  6.1                                      extras
languagetool                       1.0.10                                   extras
lantern-client                     7.4.0                                    extras
lapce                              0.2.7                                    extras
laragon                            5.0.0                                    extras
lark                               6.4.5                                    extras
launchy                            2.10.79                                  extras
lavape                             0.9.4                                    extras
lazarus                            2.2.6                                    extras
lazpaint                           7.2.2                                    extras
lazy-posh-git                      0.2.0                                    extras
lazygit                            0.38.2                                   extras
lbry                               0.53.9                                   extras
ldap-admin                         1.8.3                                    extras
ldplayer                           4.0.83                                   extras
leet                               2014.8.29                                extras
lenovolegiontoolkit                2.12.0                                   extras
lens                               2023.5.120950-latest                     extras
lepton                             1.10.0                                   extras
libgen-desktop                     1.4.1                                    extras
librecad                           2.2.0                                    extras
librehardwaremonitor               0.9.2                                    extras
libreoffice                        7.5.3.2                                  extras
librespeed-cli                     1.0.10                                   extras
libresprite                        1.0                                      extras
librewolf                          113.0-3                                  extras
libsndfile                         1.0.28                                   extras
licecap                            1.32                                     extras
lightbulb                          2.4.5                                    extras
lightcord                          0.1.9                                    extras
lightscreen                        2.5                                      extras
lighttable                         0.8.1                                    extras
lighttpd                           1.4.49-1                                 extras
lili                               2.9.4                                    extras
linkerd                            2.13.3                                   extras
linphone                           5.0.16                                   extras
linqpad                            7.6.6                                    extras
linqpadless                        1.2.1                                    extras
liquidsoap                         2.1.4                                    extras
listary                            6.1.0.38                                 extras
listen1desktop                     2.28.0                                   extras
listenmoeclient                    2.0.0                                    extras
lite-xl                            2.1.1                                    extras
lite                               1.11                                     extras
litebrowser                        7ee5c11                                  extras
liteide                            38.2                                     extras
lively                             2.0.6.6                                  extras
lmms                               1.2.2                                    extras
local-browser                      1.0.1                                    extras
locale-emulator                    2.5.0.1                                  extras
localsend                          1.9.1                                    extras
lockhunter                         3.4.3                                    extras
logbert                            1.6.3.2                                  extras
logexpert                          1.9.0                                    extras
logisim-evolution                  3.8.0                                    extras
logitech-omm                       1.1.6805                                 extras
logseq                             0.9.6                                    extras
logstalgia                         1.0.9                                    extras
logstash                           6.8.23                                   extras
lokalise2                          2.6.8                                    extras
losslesscut                        3.54.0                                   extras
love                               11.4                                     extras
ludusavi                           0.18.0                                   extras
ludwig                             2.1.3                                    extras
lunacy                             9.0.9                                    extras
lwp                                1.7.0                                    extras
lxrunoffline                       3.5.0                                    extras
m4a-to-mp3-converter               X.89                                     extras
macast-debug                       0.7                                      extras
macast                             0.7                                      extras
macintosh.js                       1.2.0                                    extras
macrocreator                       5.4.1                                    extras
madvr                              0.92.17                                  extras
magicavoxel                        0.99.7.0                                 extras
magpie                             0.10.2                                   extras
mailspring                         1.10.8                                   extras
makehuman                          1.2.0                                    extras
makemkv                            1.17.3                                   extras
mambaforge                         23.1.0-1                                 extras
mancy                              3.2.0                                    extras
mangal                             4.0.6                                    extras
manictime                          2023.1.1.0                               extras
manifold-viewer                    9.0.180                                  extras
manifold                           9.0.180                                  extras
maple                              0.9.0.0                                  extras
marble                             2.2.0                                    extras
markdown-monster                   2.9.8                                    extras
markn                              0.2.1                                    extras
marktext                           0.17.1                                   extras
masscode                           3.6.0                                    extras
masvis                             1.2                                      extras
material-maker                     1.3                                      extras
materialize                        1.78                                     extras
mathpix                            03.00.0104                               extras
matterbridge                       1.26.0                                   extras
matterircd                         0.27.0                                   extras
mattermost                         5.3.1                                    extras
maxima                             5.46.0                                   extras
maxto                              2.2.1                                    extras
mc                                 4.8.28                                   extras
mcomix                             2.1.0                                    extras
mdloader                           1.0.7                                    extras
mediacreationtool                  10.0.19041.572                           extras
mediainfo-gui                      23.04                                    extras
mediainfo.net                      7.3.0.0                                  extras
mednafen                           1.29.0                                   extras
megabasterd                        7.74                                     extras
megasync                           4.9.4.0                                  extras
megui                              2933                                     extras
meinplatz                          8.11                                     extras
meld                               3.22.0                                   extras
mellow                             0.1.22                                   extras
mellowplayer                       3.6.6                                    extras
memreduct                          3.4                                      extras
mendeley                           2.90.0                                   extras
meow                               0.2019.03.22                             extras
meshlab                            2022.02                                  extras
meshroom                           2023.1.0                                 extras
metasploit-framework               6.3.18-20230520153201                    extras
metrogit                           0.4.0                                    extras
micaforeveryone                    1.3.0.0                                  extras
micmute                            1.2.7                                    extras
microsip                           3.21.3                                   extras
microsoft-powerapps-cli            1.23.3                                   extras
microsoft-teams                    1.6.00.11166                             extras
micswitch                          1.0.253                                  extras
midicsv                            1.1                                      extras
milton                             1.9.1                                    extras
min                                1.27.0                                   extras
mindforger                         1.54.0                                   extras
mini-sftp-server                   2.31                                     extras
miniconda3                         23.3.1-0                                 extras
miru                               3.10.5                                   extras
mist                               0.11.1                                   extras
mitmproxy                          9.0.1                                    extras
mkcert                             1.4.4                                    extras
mkvmergebatcher                    2.0.46                                   extras
mkvtoolnix                         76.0                                     extras
moar                               1.15.0                                   extras
mobalivecd                         2.1                                      extras
mobaxterm                          23.1                                     extras
mockoon                            3.0.0                                    extras
moderndeck                         10.0.0                                   extras
modernflyouts                      0.9.3.0                                  extras
monero                             0.18.2.2                                 extras
moneymanagerex                     1.6.3                                    extras
mongodb-compass                    1.36.4                                   extras
mongosh                            1.9.0                                    extras
monitorprofileswitcher             0.7.0.0                                  extras
monokle                            2.1.1                                    extras
moonlight                          4.3.1                                    extras
moonscript                         0.5.0                                    extras
motrix                             1.8.19                                   extras
mousejiggler                       1.8.42                                   extras
mozbackup                          1.5.1                                    extras
mozregression-gui                  5.3.2                                    extras
mp3directcut                       2.36                                     extras
mp3tag                             3.20                                     extras
mpc-be                             1.6.7                                    extras
mpc-hc-fork                        2.0.0                                    extras
mpc-hc                             1.7.13                                   extras
mpc-qt                             23.02                                    extras
mpc                                0.22                                     extras
mplayer                            38151                                    extras
mpress                             2.19                                     extras
mps                                2022.3-223.8836.1185                     extras
mpv-easy-player                    0.35.1.2                                 extras
mpv-git                            20230514                                 extras
mpv                                0.35.1                                   extras
mpv.net                            6.0.3.0                                  extras
mqtt-explorer                      0.3.5                                    extras
mqtt-spy                           1.0.0                                    extras
mqttx                              1.9.3                                    extras
mremoteng                          1.76.20.24615                            extras
msbuild-structured-log-viewer      2.1.820                                  extras
msedgeredirect                     0.7.3.0                                  extras
msiafterburner                     4.6.5                                    extras
msikombustor                       4.1.24.0                                 extras
msklc                              1.4                                      extras
msxml4                             4.30.2100.0                              extras
mtpcopy                            0.3.0                                    extras
mtuner                             4.5.1                                    extras
mu-editor                          1.2.0                                    extras
mucommander                        1.2.0-1                                  extras
mullvad-browser                    12.0.6                                   extras
multibootusb                       9.2.0                                    extras
multicommander                     12.8.0.2929                              extras
multrin                            1.3.0                                    extras
mumble-server                      1.4.287                                  extras
mumble                             1.4.287                                  extras
mupdf                              1.22.1                                   extras
museeks                            0.13.1                                   extras
musescore                          4.0.2.230651553                          extras
musicbee                           3.5.8447                                 extras
musicplayer2                       2.76.1                                   extras
musikcube                          3.0.0                                    extras
musique                            1.10.1                                   extras
mypaint                            2.0.1                                    extras
naps2                              6.1.2                                    extras
natron                             2.5.0                                    extras
natscli                            0.0.35                                   extras
natural-docs                       2.2                                      extras
ncftpclient                        3.2.6                                    extras
ncmpc                              0.20                                     extras
ndm                                1.2.0                                    extras
neatdownloadmanager                1.4                                      extras
nefcon                             1.8.0                                    extras
nekoray                            2.28                                     extras
neoaxis-engine                     2023.1.2                                 extras
neoray                             0.2.5                                    extras
neovide                            0.10.4                                   extras
neovim-qt                          0.2.17                                   extras
netbeans                           17                                       extras
netch                              1.9.7                                    extras
netlifyctl                         0.4.0                                    extras
netron                             6.9.1                                    extras
nettraffic                         1.65.1                                   extras
network-profile-name-changer       1.3                                      extras
networkmanager                     2023.4.26.0                              extras
networkminer                       2.8                                      extras
nextcloud                          3.8.2                                    extras
nexttrace                          1.1.3                                    extras
nexus-repository-oss               3.53.1-02                                extras
nexusfont                          2.7.1                                    extras
ngspice                            40                                       extras
nheko                              0.11.3                                   extras
nicotine-plus                      3.2.9                                    extras
nilesoft-shell                     1.8.1                                    extras
nimbleset                          2.2.0.41590                              extras
nimbletext                         3.1.0.33266                              extras
nirlauncher                        1.30.2                                   extras
node-compiler                      1.5.0                                    extras
nohboard                           1.3.0                                    extras
nomacs                             3.16.1709                                extras
nordpass                           5.2.12                                   extras
notable                            1.8.4                                    extras
notejoy                            2.0.0                                    extras
notepad2-mod                       4.2.25.998                               extras
notepad2-zufuliu                   4.23.04r4766                             extras
notepad2                           4.2.25                                   extras
notepad3                           6.23.203.2                               extras
notepadnext                        0.6.1                                    extras
notepadplusplus                    8.5.3                                    extras
notesnook                          2.4.11                                   extras
notion-enhanced                    2.0.18-1                                 extras
notion                             2.0.45                                   extras
noty                               2.2.0                                    extras
now-cli                            15.8.7                                   extras
npiperelay                         0.1.0                                    extras
nsis                               3.08                                     extras
nsudo                              8.2                                      extras
nswagstudio                        13.19.0                                  extras
nteract                            0.28.0                                   extras
nuclear                            0.6.21                                   extras
nuget-package-explorer             6.0.64                                   extras
nunustudio                         0.9.6                                    extras
nvcleanstall                       1.15.1                                   extras
nvda                               2023.1                                   extras
nvidia-profile-inspector           2.4.0.4                                  extras
nvui                               0.2.1                                    extras
nvy                                0.3.5                                    extras
nwjs-sdk                           0.76.1                                   extras
nwjs                               0.76.1                                   extras
obs-plugin-droidcam                2.1.0                                    extras
obs-studio-small                   21.1.2                                   extras
obs-studio                         29.1                                     extras
obsidian                           1.2.8                                    extras
ocat                               1.6.2                                    extras
ocenaudio                          3.11.27                                  extras
octant                             0.25.1                                   extras
oculante                           0.6.63                                   extras
office-tool-plus                   10.1.10.1                                extras
okular                             23.04.1-1391                             extras
olive-editor                       0.1.0                                    extras
ollydbg                            1.10                                     extras
omegat                             5.7.1                                    extras
onecommander                       3.44.1.0                                 extras
onefetch                           2.17.1                                   extras
oni                                0.3.9                                    extras
onionshare                         2.6                                      extras
onlyoffice-desktopeditors          7.3.3                                    extras
ontopreplica                       3.5.1-fix                                extras
open-log-viewer                    1.6.0                                    extras
openai-translator                  0.0.45                                   extras
openark                            1.3.0                                    extras
openboard                          1.6.4                                    extras
openclosedriveeject                3.11                                     extras
openelement                        1.57.R9                                  extras
openface                           2.2.0                                    extras
openhab                            3.4.4                                    extras
openhardwaremonitor                0.9.6                                    extras
openlens                           6.4.15                                   extras
openliberty                        23.0.0.4                                 extras
openmpt                            1.31.02.00                               extras
opennbs                            3.10.0                                   extras
opennetmeter                       0.12.1                                   extras
openoffice                         4.1.14                                   extras
openrgb                            0.8                                      extras
openscad                           2021.01                                  extras
openshot                           3.1.1                                    extras
opentabletdriver                   0.6.0.4                                  extras
opentoonz                          1.7.1                                    extras
opentrack                          2023.1.0                                 extras
openvpn-connect                    3.3.7.2979                               extras
openvpn                            2.6.4-I001                               extras
openwithplusplus                   4.0.0.0                                  extras
opera-gx                           98.0.4759.74                             extras
opera                              99.0.4788.9                              extras
oras                               1.0.0                                    extras
orca                               5.0.18362.1                              extras
oripa                              1.66                                     extras
oss-browser                        1.9.5                                    extras
outlook-google-calendar-sync       2.9.0-beta                               extras
p4v                                2023.2-2443448                           extras
pacaptr                            0.19.0                                   extras
pageedit                           1.9.20                                   extras
paint.net-plugin-boltbait          6.7                                      extras
paint.net-plugin-pyrochild         2020-11-21                               extras
paint.net                          5.0.4                                    extras
painter                            1.0.0                                    extras
palemoon                           32.2.0                                   extras
panwriter                          0.8.5                                    extras
papercut                           6.2.0.723                                extras
paraview                           5.11.0                                   extras
pass-winmenu-nogpg                 1.13.1                                   extras
pasteboard                         1.2.0                                    extras
patchcleaner                       1.4.2.0                                  extras
patheditor                         1.0                                      extras
pathod                             6.0.2                                    extras
pcem                               17                                       extras
pci-z                              2.0-2017.07.01                           extras
pcmeter                            0.4                                      extras
pdd                                1.7                                      extras
pdf-xchange-editor                 9.5.368.0                                extras
pdfarranger                        1.9.2                                    extras
pdfsam-visual                      4.3.1                                    extras
pdfsam                             5.1.2                                    extras
pdftk-builder                      3.10.0                                   extras
pdraw32                            1.1.147                                  extras
pe-bear                            0.5.5.7                                  extras
peazip                             9.2.0                                    extras
peerblock                          1.1.691                                  extras
peid                               0.95                                     extras
pencil                             3.1.1                                    extras
pencil2d                           0.6.6                                    extras
pentaho-data-integration           9.1.0.0-324                              extras
perfview                           3.1.3                                    extras
persepolis                         3.2.0.0                                  extras
pet                                0.5.0                                    extras
petools                            1.9.762.2018                             extras
phoenix-protector                  1.8.0.1                                  extras
photodemon                         9.0                                      extras
photoflare                         1.6.11                                   extras
php-nts-xdebug                     3.2.1-8.2                                extras
php-xdebug                         3.2.1-8.2                                extras
phpstorm                           2023.1.2-231.9011.38                     extras
phraseexpress                      15.0.86d                                 extras
pia-desktop                        3.3-06906                                extras
pianobar                           2022.10.09                               extras
picard                             2.8.5                                    extras
picgo                              2.3.1                                    extras
picocrypt                          1.32                                     extras
picotorrent                        0.25.0                                   extras
picpick                            7.1.0                                    extras
pidgin                             2.14.12                                  extras
pietty                             0.4.00b14                                extras
pine64-updater                     1.0.3                                    extras
pinta                              2.1.1                                    extras
pip-tool                           1.1.2                                    extras
pipes-rs                           1.6.1                                    extras
pipp                               2.5.9                                    extras
pixelorama                         0.10.3                                   extras
pixie                              4.1                                      extras
pixitracker-1bit                   1.6.5                                    extras
pixitracker                        1.6.5                                    extras
plantuml                           1.2023.7                                 extras
playnite                           10.16                                    extras
plex-desktop                       1.69.1.3755-e00242c8                     extras
plex-mpv-shim                      1.11.0                                   extras
plex-player                        2.58.0.1076-38e019da                     extras
pngyu                              1.0.1                                    extras
pocketsphinx                       5prealpha                                extras
podman-desktop                     1.0.0                                    extras
poedit                             3.3.1                                    extras
polsedit                           1.0.0.5                                  extras
pomotodo                           3.2.3                                    extras
popcorn-time                       0.4.9                                    extras
portable-virtualbox                6.4.10                                   extras
portfolio-performance              0.62.1                                   extras
posh-docker                        0.7.0                                    extras
posh-git                           1.1.0                                    extras
postman                            10.14.2                                  extras
potplayer                          230405                                   extras
pov-ray                            3.7.0                                    extras
powertab                           1.1.0                                    extras
powertoys                          0.69.1                                   extras
praat                              6.3.10                                   extras
prime95                            30.8b17                                  extras
pritunl-client                     1.3.3484.2                               extras
privacy.sexy                       0.11.4                                   extras
privatezilla                       0.60.0                                   extras
privoxy                            3.0.34                                   extras
processhacker                      2.39                                     extras
processing                         3.5.4                                    extras
processing4                        1292-4.2                                 extras
propertree                         0.2023.05.09                             extras
protobuf                           23.1                                     extras
protonmail-bridge                  3.1.3                                    extras
proxifier                          4.11                                     extras
prusaslicer                        2.5.2                                    extras
pscolor                            1.0.0.0                                  extras
pseps                              1.0.0                                    extras
psfzf                              2.5.16                                   extras
psiphon3                           179                                      extras
pskubectlcompletion                1.0.4                                    extras
pspad                              5.0.7                                    extras
psreadline                         2.2.6                                    extras
pterm                              0.78                                     extras
publii                             0.42.1                                   extras
pulseview                          0.4.2                                    extras
pure-data                          0.53-2                                   extras
pureref                            1.11.1                                   extras
puttie                             20230428-49638a82                        extras
putty                              0.78                                     extras
puttytel                           0.78                                     extras
pwsafe                             3.62.0                                   extras
pwtech                             3.5.0                                    extras
pycharm-professional               2023.1.2-231.9011.38                     extras
pycharm                            2023.1.2-231.9011.38                     extras
pyzo                               4.12.8                                   extras
q-dir                              11.26                                    extras
qalculate                          4.6.1                                    extras
qbittorrent-enhanced               4.5.2.10                                 extras
qbittorrent                        4.5.2                                    extras
qgroundcontrol                     4.2.6                                    extras
qimgv-video                        1.0.2                                    extras
qimgv                              1.0.2                                    extras
qmk-toolbox                        0.2.2                                    extras
qnapi                              0.2.3                                    extras
qownnotes                          23.5.3                                   extras
qq                                 9.7.8.29019                              extras
qrscan                             0.1.8                                    extras
qt-creator-cdb-ext                 10.0.1                                   extras
qt-creator-wininterrupt            10.0.1                                   extras
qt-creator                         10.0.1                                   extras
qtemu                              2.1                                      extras
qtox                               1.17.6                                   extras
qtranslate                         6.9.0                                    extras
qtscrcpy                           2.1.2                                    extras
quarto                             1.3.353                                  extras
quassel                            0.14.0                                   extras
quick-picture-viewer               3.1.4                                    extras
quickcpu                           4.5.3.0                                  extras
quicklook                          3.7.3                                    extras
quicktextpaste                     8.55                                     extras
quickviewer                        1.1.8                                    extras
quiterss                           0.19.4                                   extras
quodlibet                          4.5.0                                    extras
qutebrowser                        2.5.3                                    extras
qv2ray                             2.7.0                                    extras
qview                              5.0                                      extras
rabbitmq                           3.11.16                                  extras
rabbitmqadmin                      3.8.9                                    extras
radarr                             4.4.4.7068                               extras
ragel                              6.9                                      extras
raindrop.io                        5.5.23                                   extras
rainmeter                          4.5.17.3700                              extras
rambox                             2.1.3                                    extras
rancher-desktop                    1.8.1                                    extras
rapidcrc                           0.3.38                                   extras
rapidee                            9.2.937                                  extras
raspberry-pi-imager                1.7.4.1                                  extras
ratiomaster                        0.43                                     extras
raven-reader                       1.0.79                                   extras
rawtherapee                        5.9                                      extras
raylib-mingw                       4.5.0                                    extras
raylib                             4.5.0                                    extras
rbtray                             4.14                                     extras
rclone-browser                     1.8.0                                    extras
react-native-debugger              0.13.0                                   extras
real                               0.2.0                                    extras
reaper                             6.79                                     extras
recaps                             0.9.0.3480                               extras
recuva                             1.53.2083                                extras
redasm                             2.1.1                                    extras
redis-tui                          0.1.6                                    extras
rednotebook                        2.29.6                                   extras
redshift-tray                      2.2.3                                    extras
reduce-memory                      1.6                                      extras
regeditor                          12.0.2172                                extras
regexp                             0.92                                     extras
regiontoshare                      1.6.5717                                 extras
registry-explorer                  1.6.0.0                                  extras
registry-finder                    2.56.0.0                                 extras
registry-key-jumper                1.3                                      extras
rehex                              0.5.4                                    extras
reicon                             2.0                                      extras
remove-empty-directories           2.2                                      extras
renamer                            7.5                                      extras
renderdoc                          1.26                                     extras
renpy                              8.1.0                                    extras
rescuetime                         3.0.0.10                                 extras
reshade                            5.8.0                                    extras
resizer                            2.1                                      extras
resource-hacker                    5.1.7                                    extras
resource-tuner-console             2.22                                     extras
resource-tuner                     2.23                                     extras
responsively                       1.2.2                                    extras
restart-explorer                   1.7                                      extras
restish                            0.17.0                                   extras
retroarch                          1.15.0                                   extras
retroshare                         0.6.6                                    extras
revouninstaller                    2.4.4                                    extras
richcopy                           4.0.217.0                                extras
ricochet                           1.1.4                                    extras
rider                              2023.1.2-231.9011.39                     extras
ridnacs                            2.0.3                                    extras
rife-ncnn-vulkan                   20221029                                 extras
ripcord                            0.4.29                                   extras
ripme                              1.7.95                                   extras
roamresearch                       0.0.18                                   extras
robo3t                             1.4.4                                    extras
robocopy-gui                       3.1.2.0                                  extras
rocketchat-client                  3.9.4                                    extras
roslynpad                          17                                       extras
roughgrep                          3.1                                      extras
roundedtb                          3.1                                      extras
rssguard                           4.3.4                                    extras
rstudio                            2023.03.1-446                            extras
rtlutility                         1.0.6                                    extras
rtss                               7.3.4                                    extras
rubymine                           2023.1.2-231.9011.41                     extras
rufus                              4.0                                      extras
runastool                          1.5                                      extras
runcat                             2.0                                      extras
rustdesk                           1.1.9                                    extras
rxrepl                             1.5                                      extras
ryzen-controller                   2.6.0                                    extras
saber                              0.12.6                                   extras
sabnzbd                            4.0.1                                    extras
safebrowser                        0.15.4                                   extras
sagemath                           0.6.3-9.3                                extras
sandman                            1.9.2                                    extras
sbom-tool                          1.1.2                                    extras
sc1                                5.3.5                                    extras
scallion                           2.1                                      extras
scantailor-advanced                1.0.16                                   extras
scene-builder                      20.0.0                                   extras
schismtracker                      20221201                                 extras
scidavis                           2.7                                      extras
scite                              5.3.5                                    extras
scoop-completion                   0.2.4                                    extras
scoop-sd                           0.3                                      extras
scopy                              1.4.1                                    extras
scratch                            3.29.1                                   extras
screen-saver-control               1.61                                     extras
screenoff                          2.1                                      extras
screentogif                        2.38                                     extras
scribus                            1.4.8                                    extras
sd-card-formatter                  5.0.2                                    extras
sdl2-image                         2.6.3                                    extras
sdl2-mixer                         2.6.3                                    extras
sdl2-ttf                           2.20.2                                   extras
sdl2                               2.26.5                                   extras
seafile-syncing-client             9.0.2                                    extras
seamonkey                          2.53.16                                  extras
search-deflector                   1.3.2                                    extras
secureuxtheme                      2.1.2                                    extras
sejda-pdf                          7.5.6                                    extras
selene                             0.25.0                                   extras
sendto-menu-editor                 1.3                                      extras
serial-cloner                      2.6.1                                    extras
servicebusexplorer                 5.0.15                                   extras
session                            1.10.8                                   extras
sfk                                1.9.8.2                                  extras
sfsu                               1.4.8                                    extras
shadered                           1.5.6                                    extras
shaderglass                        0.7                                      extras
shadowsocks-qtun-plugin            0.2.0                                    extras
shadowsocks-v2ray-plugin           1.3.2                                    extras
shadowsocks                        4.4.1.0                                  extras
shadowsocksr-csharp                4.9.2                                    extras
shadowsocksr-hmbsbige              6.1.0                                    extras
shareaza                           2.7.10.2                                 extras
sharex                             15.0.0                                   extras
sharik                             3.1                                      extras
sharpapp                           0.46.1                                   extras
sharpkeys                          3.9.4                                    extras
shawl                              1.2.0                                    extras
shiba                              1.2.1                                    extras
shotcut                            23.05.14                                 extras
show-disk-partition-style          1.1                                      extras
shutter-encoder                    17.1                                     extras
shutter                            4.6                                      extras
shutup10                           1.9.1435                                 extras
sidebar-diagnostics                3.6.3                                    extras
sidekick-browser                   108.34.1.29019-b885871                   extras
sigil                              1.9.30                                   extras
signal                             6.18.0                                   extras
sikulix                            2.0.5                                    extras
silentcmd                          1.4                                      extras
silex-desktop                      2.7.30                                   extras
simple-assembly-explorer           1.14.4                                   extras
simple-dnscrypt                    0.7.1                                    extras
simplenote                         2.21.0                                   extras
simpletransfer                     3.4.2                                    extras
simplewall                         3.6.7                                    extras
simplyserial                       0.8.0                                    extras
sioyek                             2.0.0                                    extras
sirikali                           1.5.0                                    extras
siyuan-note                        2.8.8                                    extras
skaffold                           2.4.1                                    extras
skype                              8.97.0.404                               extras
slack                              4.32.122                                 extras
sleek                              1.3.1                                    extras
slic3r                             1.3.0                                    extras
slskd                              0.17.8                                   extras
smartgit                           22.1.5                                   extras
smartsvn                           14.3.0                                   extras
smartsynchronize                   4.4.2                                    extras
smartsystemmenu                    2.23.0                                   extras
smarttaskbar                       1.4.5                                    extras
smartty                            3.3                                      extras
smplayer                           22.7.0.0                                 extras
smuxi                              1.0.7                                    extras
snaketail                          1.9.7                                    extras
snappy-driver-installer-origin     1.12.12.753                              extras
snaptimer                          0.1                                      extras
sniffnet                           1.1.4                                    extras
snipaste                           1.16.2                                   extras
snoop                              5.0.0                                    extras
so                                 0.4.9                                    extras
soapui                             5.7.0                                    extras
solvespace                         3.1                                      extras
sonixd                             0.15.5                                   extras
sophiapp                           1.0.94                                   extras
sorayomi                           0.5.5                                    extras
soulseekqt                         2019-7-22                                extras
soundnode                          7.0.0                                    extras
soundswitch                        6.6.1                                    extras
sourcetrail                        2021.4.19                                extras
sourcetree                         3.4.12                                   extras
sozi                               22.02.03                                 extras
space-radar                        5.1.0                                    extras
spacescape                         0.5.1                                    extras
spacesniffer                       1.3.0.2                                  extras
speccy                             1.32.803                                 extras
speedcrunch                        0.12                                     extras
speedfan                           4.52                                     extras
speedtest                          1.11.165                                 extras
speedyfox                          2.0.30                                   extras
spek                               0.8.2                                    extras
sphinxbase                         5prealpha                                extras
sphinxtrain                        5prealpha                                extras
spicetify-themes                   2023-05-05T03.25.22                      extras
splashtop-business-access          3.5.2.0                                  extras
spotify-qt                         3.10                                     extras
spotify                            1.2.11.916.geb595a67                     extras
spotube                            2.7.1                                    extras
springboot                         3.1.0                                    extras
spytify                            1.12                                     extras
sql-workbench                      129                                      extras
sqlitebrowser                      3.12.2                                   extras
sqlitespy                          1.9.16                                   extras
sqlitestudio                       3.4.4                                    extras
sqlyog-community                   13.2.0                                   extras
squalr                             3.0.2                                    extras
squashfs-tools                     43                                       extras
squirrel-sql                       4.5.1                                    extras
squirreldisk                       0.3.4                                    extras
ssd-z                              16.09.09                                 extras
ssh-agent-wsl                      2.5                                      extras
standardnotes                      3.159.0                                  extras
stash                              0.20.2                                   extras
station                            2.0.9                                    extras
status                             0.11.1-108790                            extras
staxrip                            2.17.0                                   extras
steam-library-manager              1.7.1.0                                  extras
steamcmd                           1682708339                               extras
stellarium                         23.1                                     extras
stone-soup-tiles                   0.30.0                                   extras
stone-soup                         0.30.0                                   extras
stoplight-studio                   2.10.0-stable.8870.git-32fa2af           extras
strawberry                         1.0.17                                   extras
streamdeck                         6.2.0.18816                              extras
streamlabs-chatbot                 1.0.2.73                                 extras
streamlabs-obs                     1.13.1                                   extras
streamlink-twitch-gui              2.2.0                                    extras
streamlink                         5.5.1-1                                  extras
streamwriter                       5.5.1.1                                  extras
stremio                            4.4.159                                  extras
stretchly                          1.14.0                                   extras
strokesplus                        2.8.6.4                                  extras
strokesplus.net                    0.5.7.4                                  extras
structurizr-cli                    1.30.0                                   extras
sts                                4.18.1                                   extras
stunnel                            5.69                                     extras
sublime-merge                      2083                                     extras
sublime-text                       4-4143                                   extras
subsync                            0.17.0                                   extras
subtitleedit                       3.6.13                                   extras
sumatrapdf                         3.4.6                                    extras
sumo                               5.17.6.538                               extras
sunsetscreen                       1.50                                     extras
sunshine                           0.19.1                                   extras
super-productivity                 7.13.2                                   extras
superf4                            1.4                                      extras
superpowers-app                    6.1.0                                    extras
superputty                         1.5.0.0                                  extras
superslicer                        2.4.58.5                                 extras
svcat                              0.3.1                                    extras
sweethome3d                        7.1                                      extras
swipl                              9.0.4-1                                  extras
switcheroo                         0.10.0-beta.1                            extras
switchhosts                        4.1.2.6086                               extras
swyh-rs                            1.7.0                                    extras
swyh                               1.5.0                                    extras
symphytum                          2.6                                      extras
syncback                           10.2.116.0                               extras
syncbackpro                        10.2.116.0                               extras
syncplay                           1.7.0                                    extras
syncthingtray                      1.4.1                                    extras
synctoy                            2.1                                      extras
synctrayzor                        1.1.29                                   extras
synfig-studio                      1.4.4                                    extras
synology-surveillance-station      2.1.1-2456                               extras
sysgauge                           9.6.18                                   extras
sysinternals                       2023.03.30                               extras
t-clock                            2.4.4                                    extras
tabby                              1.0.197                                  extras
tableplus                          5.3.3.228                                extras
tabula                             1.2.1                                    extras
tachidesk-jui                      1.3.2                                    extras
tachidesk-server                   0.7.0                                    extras
tageditor                          3.7.9                                    extras
tagscanner                         6.1.15                                   extras
tagspaces                          5.3.5                                    extras
taiga                              1.4.0                                    extras
tailblazer                         0.9.0.536                                extras
tailscale                          1.40.1                                   extras
tak                                2.3.3                                    extras
tanoshi                            0.29.2                                   extras
tartube                            2.4.370                                  extras
task-coach                         1.4.6_rev1                               extras
taskbarx                           1.7.8.0                                  extras
tb-vol-scroll                      4.1.2                                    extras
tcno-acc-switcher                  5.0-2022-05-26_01                        extras
tcpipmanager                       4.1.1.29                                 extras
teamcity                           2022.10.3.117072                         extras
teamspeak3                         3.5.6                                    extras
teamviewer-qs                      15.41.10                                 extras
teamviewer                         15.41.10                                 extras
telegram-downloader                0.8.6                                    extras
